id,ratio_ee,ratio_learn
1,1.10742884304135,0.988193061221022
2,1.11491334972111,1.0783428203104
9,1.1368330709018,1.10877611915609
10,1.0734328438452,0.984830773455474
15,1.07814593471713,1.02580842961974
19,1.15994977613745,1.01998634773688
20,1.21411918184181,1.1217261699732
23,1.08719209088164,1.0118379347334
28,1.18243538340663,1.09960142882633
33,1.12274345738415,1.09858353791113
36,1.2247349762696,1.12113018828267
38,1.05917441637266,1.00261646271546
41,1.24546548119945,1.18434822674357
50,1.05547973772299,1.00891539355573
52,1.22760142863283,1.17384649599302
56,1.12220966304322,1.04285837906027
59,1.07561923009528,1.00723025321288
63,1.06430709965511,1.0033186533667
68,1.32937326084805,1.12029658182915
72,1.07588267662607,1.03439209943919
74,1.14195693307843,1.11784142322895
75,1.10205948050458,1.01335771052843
84,1.14307100349629,1.07887409632224
88,1.06777079456239,1.00286616889855
97,1.2931801125752,1.20039437868363
100,1.0776394542566,1.00827064453803
113,1.23214171990115,1.17305766614258
120,1.22543094336923,1.14206408925727
121,1.11480551605417,1.09868094006031
128,1.05834916159655,0.97569428329086
131,1.19401126462231,1.13900541207595
132,1.14644576708256,1.01928899588023
139,1.20318444985817,1.17596810639964
148,1.16233930693955,1.08976693832707
149,1.08042734750019,1.02085332911922
155,1.08828868042875,1.00305670845572
156,1.1447415371226,1.07348966886512
159,1.21727067461853,1.11259214477216
163,1.18399267539982,1.17601690219414
171,1.29702801382091,1.1303452375899
173,1.09365714707382,0.972305013790987
178,1.07951314993643,0.986128700620466
180,1.16251905885902,1.13518027662166
181,1.0939571651117,1.00499296519602
187,1.13624378276133,1.10240077568583
188,1.07185936416166,1.10490443852969
189,1.08393518189109,1.00917274781126
196,1.1145083156938,1.0230301196498
201,1.18318586821656,1.12817859993729
204,1.09946538918537,0.984720182330341
211,1.24905156025285,1.1252819908679
218,1.07521540829122,1.00139993125843
226,1.08382336744892,1.01001842972576
233,1.20724818108131,1.11871476506991
234,1.20034180357783,1.13134599783564
243,1.1446670814876,1.05470285032931
249,1.17926224923697,1.09917673026911
250,1.15036711526856,1.10807966283336
251,1.18293037466199,1.13876745675772
252,1.16962901681043,1.08468726710056
255,1.0843288187231,0.992943536577277
257,1.14347147833402,1.11552238260687
258,1.11090296040913,1.0316571377106
260,1.14886858968238,1.06745856215539
263,1.08723207282661,1.02090450376693
266,1.08923682630455,1.0144391654664
268,1.15495088770564,1.09383802763627
269,1.18947408616078,1.03348899805363
271,1.06691270242969,0.987051408699585
272,1.08480618641741,1.01124241046262
274,1.127322165108,1.06614456004349
279,1.13575697843537,1.04943471955036
280,1.08758838502118,0.852160265937465
281,1.32884667881257,1.13278715736623
288,1.22258969464693,1.13646574109536
289,1.19248203832003,1.14188605220331
292,1.36245217754141,1.02007194810459
296,1.22484936070378,1.06195303094201
298,1.09066542097133,1.01913242075553
303,1.17198458487619,1.13089736294226
304,1.23524703605668,1.13476197796478
305,1.11787251897706,1.07148476761331
310,1.09990265958923,1.01666786897494
311,1.18565440578641,1.14799313312162
313,1.0710278484501,0.979337051605255
314,1.17122220698067,1.1088159170513
320,1.26834803491097,1.1758166158519
325,1.07926832443652,0.996920669971647
327,1.12315800112316,1.02626965565212
328,1.23951995858992,1.16594338051101
330,1.11499011180174,1.02157922757915
333,1.04720162371174,1.02582052581379
334,1.14340822300757,1.07894154130226
335,1.17353088672899,1.17619467056248
342,1.09217759173515,1.01911770905538
344,1.18156016609665,1.14976561802336
347,1.04576201545934,1.00469744410374
351,1.09315368841084,1.01754236895191
354,1.07672946970704,0.956534762299464
355,1.15869713987424,1.10248767016873
362,1.07771343504322,1.00009437928408
363,1.1936457686893,1.10699596341818
364,1.04269655359502,1.00457360249563
366,1.07140263168162,0.994197155168905
368,1.16533621799274,1.08695152292745
377,1.10881750603857,0.999901031665998
382,1.30620036610778,1.29291863814087
390,1.11060074732833,0.966468637800113
393,1.02338588418223,1.0664270029156
401,1.21168246368868,1.09871648059752
403,1.10903419428775,1.02283725074833
412,1.20227318955793,1.13542461990916
414,1.06383056673797,1.03782984152411
421,1.26340130975558,1.1803846838045
423,1.23172880882809,1.19272327253898
427,1.24757927219954,1.19481074627397
430,1.14132287792509,1.02312421821181
433,1.19720230366657,1.1028535545145
