ANM	Sex	EE	AP	Slice	Name	CCF_ID	tau	new_names
R2_F1	F	0	98.4696518938917	16	Accessory facial motor nucleus	576	9.72584915161133	Medulla
R2_F1	F	0	462.001977275564	1	Accessory olfactory bulb, glomerular layer	188	10.9632129669189	Olfactory areas
R2_F1	F	0	462.001977275564	1	Accessory olfactory bulb, granular layer	196	8.72604942321777	Olfactory areas
R2_F1	F	0	462.001977275564	1	Accessory olfactory bulb, mitral layer	204	8.78167724609375	Olfactory areas
R2_F1	F	0	462.001977275564	1	Agranular insular area, dorsal part, layer 1	996	11.2882461547852	Isocortex
R2_F1	F	0	437.894508810291	2	Agranular insular area, dorsal part, layer 2/3	328	10.4280776977539	Isocortex
R2_F1	F	0	437.894508810291	2	Agranular insular area, dorsal part, layer 5	1101	9.23899078369141	Isocortex
R2_F1	F	0	414.397885014855	3	Agranular insular area, dorsal part, layer 6a	783	8.41665554046631	Isocortex
R2_F1	F	0	390.124234292414	4	Agranular insular area, dorsal part, layer 6b	831	8.32854080200195	Isocortex
R2_F1	F	0	350.888935932795	6	Agranular insular area, posterior part, layer 1	120	10.1303224563599	Isocortex
R2_F1	F	0	350.888935932795	6	Agranular insular area, posterior part, layer 2/3	163	9.39637565612793	Isocortex
R2_F1	F	0	350.888935932795	6	Agranular insular area, posterior part, layer 5	344	8.9791431427002	Isocortex
R2_F1	F	0	320.821075975416	7	Agranular insular area, posterior part, layer 6a	314	8.45648765563965	Isocortex
R2_F1	F	0	269.528507253138	9	Agranular insular area, posterior part, layer 6b	355	8.56643867492676	Isocortex
R2_F1	F	0	437.894508810291	2	Agranular insular area, ventral part, layer 1	704	10.5634117126465	Isocortex
R2_F1	F	0	437.894508810291	2	Agranular insular area, ventral part, layer 2/3	694	9.37805843353271	Isocortex
R2_F1	F	0	414.397885014855	3	Agranular insular area, ventral part, layer 5	800	8.77624702453613	Isocortex
R2_F1	F	0	390.124234292414	4	Agranular insular area, ventral part, layer 6a	675	7.99467849731445	Isocortex
R2_F1	F	0	390.124234292414	4	Agranular insular area, ventral part, layer 6b	699	8.57280921936035	Isocortex
R2_F1	F	0	301.270845640746	8	Anterior amygdalar area	23	8.78909111022949	Striatum
R2_F1	F	0	269.528507253138	9	Anterior area, layer 1	312782550	10.4430122375488	Isocortex
R2_F1	F	0	250.707812912812	10	Anterior area, layer 2/3	312782554	9.69330501556396	Isocortex
R2_F1	F	0	250.707812912812	10	Anterior area, layer 4	312782558	9.55924415588379	Isocortex
R2_F1	F	0	250.707812912812	10	Anterior area, layer 5	312782562	8.94180107116699	Isocortex
R2_F1	F	0	250.707812912812	10	Anterior area, layer 6a	312782566	8.52429485321045	Isocortex
R2_F1	F	0	250.707812912812	10	Anterior area, layer 6b	312782570	8.4013204574585	Isocortex
R2_F1	F	0	437.894508810291	2	Anterior cingulate area, dorsal part, layer 1	935	10.237585067749	Isocortex
R2_F1	F	0	437.894508810291	2	Anterior cingulate area, dorsal part, layer 2/3	211	9.50443744659424	Isocortex
R2_F1	F	0	437.894508810291	2	Anterior cingulate area, dorsal part, layer 5	1015	9.00963973999023	Isocortex
R2_F1	F	0	414.397885014855	3	Anterior cingulate area, dorsal part, layer 6a	919	8.2782039642334	Isocortex
R2_F1	F	0	390.124234292414	4	Anterior cingulate area, dorsal part, layer 6b	927	8.26027488708496	Isocortex
R2_F1	F	0	355.646581834904	5	Anterior cingulate area, ventral part, 6a	810	8.128737449646	Isocortex
R2_F1	F	0	355.646581834904	5	Anterior cingulate area, ventral part, 6b	819	8.42786121368408	Isocortex
R2_F1	F	0	355.646581834904	5	Anterior cingulate area, ventral part, layer 1	588	9.62737846374512	Isocortex
R2_F1	F	0	355.646581834904	5	Anterior cingulate area, ventral part, layer 2/3	296	8.99648666381836	Isocortex
R2_F1	F	0	355.646581834904	5	Anterior cingulate area, ventral part, layer 5	772	8.54059600830078	Isocortex
R2_F1	F	0	301.270845640746	8	Anterior hypothalamic nucleus	88	8.96334075927734	Hypothalamus
R2_F1	F	0	462.001977275564	1	Anterior olfactory nucleus	159	8.15715599060059	Olfactory areas
R2_F1	F	0	218.884623134309	11	Anterior pretectal nucleus	215	8.76922225952148	Midbrain
R2_F1	F	0	301.270845640746	8	Anterodorsal nucleus	64	8.49431800842285	Thalamus
R2_F1	F	0	203.056638296549	12	Anterolateral visual area, layer 1	1074	10.4745664596558	Isocortex
R2_F1	F	0	203.056638296549	12	Anterolateral visual area, layer 2/3	905	9.80828285217285	Isocortex
R2_F1	F	0	203.056638296549	12	Anterolateral visual area, layer 4	1114	9.69984340667725	Isocortex
R2_F1	F	0	203.056638296549	12	Anterolateral visual area, layer 5	233	9.1057243347168	Isocortex
R2_F1	F	0	203.056638296549	12	Anterolateral visual area, layer 6a	601	8.57647228240967	Isocortex
R2_F1	F	0	203.056638296549	12	Anterolateral visual area, layer 6b	649	8.62994384765625	Isocortex
R2_F1	F	0	301.270845640746	8	Anteromedial nucleus, dorsal part	1096	8.24070835113525	Thalamus
R2_F1	F	0	301.270845640746	8	Anteromedial nucleus, ventral part	1104	8.15925312042236	Thalamus
R2_F1	F	0	250.707812912812	10	Anteromedial visual area, layer 1	281	10.0241136550903	Isocortex
R2_F1	F	0	250.707812912812	10	Anteromedial visual area, layer 2/3	1066	9.33553028106689	Isocortex
R2_F1	F	0	250.707812912812	10	Anteromedial visual area, layer 4	401	9.36151504516602	Isocortex
R2_F1	F	0	250.707812912812	10	Anteromedial visual area, layer 5	433	8.78814888000488	Isocortex
R2_F1	F	0	250.707812912812	10	Anteromedial visual area, layer 6a	1046	8.25283241271973	Isocortex
R2_F1	F	0	250.707812912812	10	Anteromedial visual area, layer 6b	441	8.09399795532227	Isocortex
R2_F1	F	0	301.270845640746	8	Anteroventral nucleus of thalamus	255	8.0950174331665	Thalamus
R2_F1	F	0	320.821075975416	7	Anteroventral preoptic nucleus	263	8.94407653808594	Hypothalamus
R2_F1	F	0	250.707812912812	10	Arcuate hypothalamic nucleus	223	8.92906856536865	Hypothalamus
R2_F1	F	0	40.2766256553637	20	Area postrema	207	8.55502319335938	Medulla
R2_F1	F	0	147.695717581898	14	Area prostriata	484682508	8.80366516113281	Hippocampal formation
R2_F1	F	0	98.4696518938917	16	Barrington's nucleus	280	9.00949287414551	Pons
R2_F1	F	0	269.528507253138	9	Basolateral amygdalar nucleus, anterior part	303	8.83972930908203	Cortical subplate
R2_F1	F	0	250.707812912812	10	Basolateral amygdalar nucleus, posterior part	311	8.52469158172607	Cortical subplate
R2_F1	F	0	250.707812912812	10	Basolateral amygdalar nucleus, ventral part	451	9.2234468460083	Cortical subplate
R2_F1	F	0	301.270845640746	8	Basomedial amygdalar nucleus, anterior part	327	8.61354351043701	Cortical subplate
R2_F1	F	0	250.707812912812	10	Basomedial amygdalar nucleus, posterior part	334	8.50784492492676	Cortical subplate
R2_F1	F	0	355.646581834904	5	Caudoputamen	672	8.08835029602051	Striatum
R2_F1	F	0	269.528507253138	9	Central amygdalar nucleus, capsular part	544	8.70534324645996	Striatum
R2_F1	F	0	269.528507253138	9	Central amygdalar nucleus, lateral part	551	8.64620113372803	Striatum
R2_F1	F	0	269.528507253138	9	Central amygdalar nucleus, medial part	559	8.73251914978027	Striatum
R2_F1	F	0	269.528507253138	9	Central lateral nucleus of the thalamus	575	8.21951484680176	Thalamus
R2_F1	F	0	147.695717581898	14	Central linear nucleus raphe	591	9.57310676574707	Midbrain
R2_F1	F	0	269.528507253138	9	Central medial nucleus of the thalamus	599	8.60263633728027	Thalamus
R2_F1	F	0	187.69523548132	13	Cerebellum	512	10.1982173919678	Cerebellum
R2_F1	F	0	390.124234292414	4	Claustrum	583	8.08640956878662	Cortical subplate
R2_F1	F	0	301.270845640746	8	Cortical amygdalar area, anterior part	639	8.69239521026611	Olfactory areas
R2_F1	F	0	250.707812912812	10	Cortical amygdalar area, posterior part, lateral zone	655	8.84865283966064	Olfactory areas
R2_F1	F	0	218.884623134309	11	Cortical amygdalar area, posterior part, medial zone	663	8.50207901000977	Olfactory areas
R2_F1	F	0	355.646581834904	5	Cortical subplate	703	8.54143047332764	Cortical subplate
R2_F1	F	0	98.4696518938917	16	Crus 1	1056	9.27442836761475	Cerebellum
R2_F1	F	0	86.3610132387676	17	Crus 2	1064	9.14557647705078	Cerebellum
R2_F1	F	0	37.6316875663256	19	Cuneate nucleus	711	8.63742828369141	Medulla
R2_F1	F	0	121.156108377391	15	Cuneiform nucleus	616	9.63610744476318	Midbrain
R2_F1	F	0	61.6692153858895	18	Declive (VI)	936	8.87539386749268	Cerebellum
R2_F1	F	0	269.528507253138	9	Dentate gyrus, granule cell layer	632	8.18548774719238	Hippocampal formation
R2_F1	F	0	269.528507253138	9	Dentate gyrus, molecular layer	10703	7.69442987442017	Hippocampal formation
R2_F1	F	0	269.528507253138	9	Dentate gyrus, polymorph layer	10704	7.59724521636963	Hippocampal formation
R2_F1	F	0	86.3610132387676	17	Dentate nucleus	846	9.15802001953125	Cerebellum
R2_F1	F	0	355.646581834904	5	Diagonal band nucleus	596	9.10506057739258	Pallidum
R2_F1	F	0	250.707812912812	10	Dorsal auditory area, layer 1	527	10.7468662261963	Isocortex
R2_F1	F	0	250.707812912812	10	Dorsal auditory area, layer 2/3	600	10.1739349365234	Isocortex
R2_F1	F	0	250.707812912812	10	Dorsal auditory area, layer 4	678	9.72833919525146	Isocortex
R2_F1	F	0	250.707812912812	10	Dorsal auditory area, layer 5	252	9.13046264648438	Isocortex
R2_F1	F	0	250.707812912812	10	Dorsal auditory area, layer 6a	156	8.4150915145874	Isocortex
R2_F1	F	0	250.707812912812	10	Dorsal auditory area, layer 6b	243	8.56975555419922	Isocortex
R2_F1	F	0	98.4696518938917	16	Dorsal cochlear nucleus	96	8.37113952636719	Medulla
R2_F1	F	0	121.156108377391	15	Dorsal nucleus raphe	872	9.17040061950684	Midbrain
R2_F1	F	0	250.707812912812	10	Dorsal part of the lateral geniculate complex, core	496345668	8.09569072723389	Thalamus
R2_F1	F	0	250.707812912812	10	Dorsal part of the lateral geniculate complex, ipsilateral zone	496345672	7.90736675262451	Thalamus
R2_F1	F	0	250.707812912812	10	Dorsal part of the lateral geniculate complex, shell	496345664	8.21586513519287	Thalamus
R2_F1	F	0	390.124234292414	4	Dorsal peduncular area	814	8.75028228759766	Olfactory areas
R2_F1	F	0	218.884623134309	11	Dorsal premammillary nucleus	980	9.03404331207275	Hypothalamus
R2_F1	F	0	98.4696518938917	16	Dorsal tegmental nucleus	880	8.40493774414062	Pons
R2_F1	F	0	250.707812912812	10	Dorsomedial nucleus of the hypothalamus	830	8.58118724822998	Hypothalamus
R2_F1	F	0	250.707812912812	10	Ectorhinal area/Layer 1	836	10.497950553894	Isocortex
R2_F1	F	0	250.707812912812	10	Ectorhinal area/Layer 2/3	427	9.74501609802246	Isocortex
R2_F1	F	0	250.707812912812	10	Ectorhinal area/Layer 5	988	9.19516754150391	Isocortex
R2_F1	F	0	250.707812912812	10	Ectorhinal area/Layer 6a	977	8.71907424926758	Isocortex
R2_F1	F	0	250.707812912812	10	Ectorhinal area/Layer 6b	1045	8.81422519683838	Isocortex
R2_F1	F	0	203.056638296549	12	Edinger-Westphal nucleus	975	8.30427169799805	Midbrain
R2_F1	F	0	390.124234292414	4	Endopiriform nucleus, dorsal part	952	8.19942569732666	Cortical subplate
R2_F1	F	0	320.821075975416	7	Endopiriform nucleus, ventral part	966	8.799880027771	Cortical subplate
R2_F1	F	0	250.707812912812	10	Entorhinal area, lateral part, layer 1	1121	9.5915002822876	Hippocampal formation
R2_F1	F	0	250.707812912812	10	Entorhinal area, lateral part, layer 2	20	9.47664928436279	Hippocampal formation
R2_F1	F	0	250.707812912812	10	Entorhinal area, lateral part, layer 3	52	9.3515100479126	Hippocampal formation
R2_F1	F	0	250.707812912812	10	Entorhinal area, lateral part, layer 5	139	9.28325939178467	Hippocampal formation
R2_F1	F	0	250.707812912812	10	Entorhinal area, lateral part, layer 6a	28	9.02980995178223	Hippocampal formation
R2_F1	F	0	187.69523548132	13	Entorhinal area, medial part, dorsal zone, layer 1	526	9.84107208251953	Hippocampal formation
R2_F1	F	0	187.69523548132	13	Entorhinal area, medial part, dorsal zone, layer 2	543	9.66407203674316	Hippocampal formation
R2_F1	F	0	187.69523548132	13	Entorhinal area, medial part, dorsal zone, layer 3	664	9.66006851196289	Hippocampal formation
R2_F1	F	0	147.695717581898	14	Entorhinal area, medial part, dorsal zone, layer 5	727	9.09861660003662	Hippocampal formation
R2_F1	F	0	147.695717581898	14	Entorhinal area, medial part, dorsal zone, layer 6	743	8.86618041992188	Hippocampal formation
R2_F1	F	0	250.707812912812	10	Ethmoid nucleus of the thalamus	560581551	8.48692512512207	Thalamus
R2_F1	F	0	37.6316875663256	19	External cuneate nucleus	903	9.33488082885742	Medulla
R2_F1	F	0	98.4696518938917	16	Facial motor nucleus	661	9.77582740783691	Medulla
R2_F1	F	0	250.707812912812	10	Fasciola cinerea	982	8.26394653320312	Hippocampal formation
R2_F1	F	0	86.3610132387676	17	Fastigial nucleus	989	8.81430530548096	Cerebellum
R2_F1	F	0	269.528507253138	9	Field CA1	382	8.84443664550781	Hippocampal formation
R2_F1	F	0	269.528507253138	9	Field CA2	423	7.51814460754395	Hippocampal formation
R2_F1	F	0	269.528507253138	9	Field CA3	463	7.45915651321411	Hippocampal formation
R2_F1	F	0	218.884623134309	11	Fields of Forel	804	8.88474273681641	Hypothalamus
R2_F1	F	0	121.156108377391	15	Flocculus	1049	9.40718460083008	Cerebellum
R2_F1	F	0	40.2766256553637	20	Folium-tuber vermis (VII)	944	8.67758655548096	Cerebellum
R2_F1	F	0	462.001977275564	1	Frontal pole, layer 2/3	667	18.5931453704834	Isocortex
R2_F1	F	0	437.894508810291	2	Frontal pole, layer 5	526157192	9.56814956665039	Isocortex
R2_F1	F	0	437.894508810291	2	Frontal pole, layer 6a	526157196	8.67229270935059	Isocortex
R2_F1	F	0	320.821075975416	7	Fundus of striatum	998	8.53176689147949	Striatum
R2_F1	F	0	98.4696518938917	16	Gigantocellular reticular nucleus	1048	9.62195682525635	Medulla
R2_F1	F	0	320.821075975416	7	Globus pallidus, external segment	1022	8.46603107452393	Pallidum
R2_F1	F	0	269.528507253138	9	Globus pallidus, internal segment	1031	8.55449485778809	Pallidum
R2_F1	F	0	390.124234292414	4	Gustatory areas, layer 1	36	10.7239437103271	Isocortex
R2_F1	F	0	390.124234292414	4	Gustatory areas, layer 2/3	180	10.0710554122925	Isocortex
R2_F1	F	0	355.646581834904	5	Gustatory areas, layer 4	148	9.59194755554199	Isocortex
R2_F1	F	0	355.646581834904	5	Gustatory areas, layer 5	187	8.98183917999268	Isocortex
R2_F1	F	0	355.646581834904	5	Gustatory areas, layer 6a	638	8.36972332000732	Isocortex
R2_F1	F	0	355.646581834904	5	Gustatory areas, layer 6b	662	8.33389568328857	Isocortex
R2_F1	F	0	269.528507253138	9	Hippocampal formation	1089	9.14565849304199	Hippocampal formation
R2_F1	F	0	203.056638296549	12	Hippocampo-amygdalar transition area	589508447	8.37705612182617	Hippocampal formation
R2_F1	F	0	37.6316875663256	19	Hypoglossal nucleus	773	8.77204704284668	Medulla
R2_F1	F	0	350.888935932795	6	Hypothalamus	1097	8.91468238830566	Hypothalamus
R2_F1	F	0	355.646581834904	5	Induseum griseum	19	8.82758140563965	Hippocampal formation
R2_F1	F	0	121.156108377391	15	Inferior colliculus, central nucleus	811	8.41149711608887	Midbrain
R2_F1	F	0	121.156108377391	15	Inferior colliculus, dorsal nucleus	820	8.48888206481934	Midbrain
R2_F1	F	0	147.695717581898	14	Inferior colliculus, external nucleus	828	9.31819248199463	Midbrain
R2_F1	F	0	61.6692153858895	18	Inferior olivary complex	83	8.87995147705078	Medulla
R2_F1	F	0	61.6692153858895	18	Infracerebellar nucleus	372	8.72143459320068	Medulla
R2_F1	F	0	414.397885014855	3	Infralimbic area, layer 1	707	9.55401706695557	Isocortex
R2_F1	F	0	414.397885014855	3	Infralimbic area, layer 2/3	556	9.21333694458008	Isocortex
R2_F1	F	0	414.397885014855	3	Infralimbic area, layer 5	827	8.83407020568848	Isocortex
R2_F1	F	0	414.397885014855	3	Infralimbic area, layer 6a	1054	8.26451873779297	Isocortex
R2_F1	F	0	390.124234292414	4	Infralimbic area, layer 6b	1081	8.33014583587646	Isocortex
R2_F1	F	0	301.270845640746	8	Interanterodorsal nucleus of the thalamus	1113	8.57136917114258	Thalamus
R2_F1	F	0	269.528507253138	9	Interanteromedial nucleus of the thalamus	1120	8.22780704498291	Thalamus
R2_F1	F	0	320.821075975416	7	Intercalated amygdalar nucleus	1105	8.38392543792725	Striatum
R2_F1	F	0	203.056638296549	12	Interfascicular nucleus raphe	12	8.33801078796387	Midbrain
R2_F1	F	0	218.884623134309	11	Intergeniculate leaflet of the lateral geniculate complex	27	8.4705753326416	Thalamus
R2_F1	F	0	98.4696518938917	16	Intermediate reticular nucleus	136	9.2581901550293	Medulla
R2_F1	F	0	269.528507253138	9	Intermediodorsal nucleus of the thalamus	59	8.86383724212646	Thalamus
R2_F1	F	0	187.69523548132	13	Interpeduncular nucleus, apical	607344842	7.19888973236084	Midbrain
R2_F1	F	0	187.69523548132	13	Interpeduncular nucleus, caudal	607344838	7.36475944519043	Midbrain
R2_F1	F	0	187.69523548132	13	Interpeduncular nucleus, dorsolateral	607344858	7.50307178497314	Midbrain
R2_F1	F	0	187.69523548132	13	Interpeduncular nucleus, dorsomedial	607344854	7.08105754852295	Midbrain
R2_F1	F	0	187.69523548132	13	Interpeduncular nucleus, intermediate	607344850	7.28512668609619	Midbrain
R2_F1	F	0	187.69523548132	13	Interpeduncular nucleus, lateral	607344846	7.31621408462524	Midbrain
R2_F1	F	0	187.69523548132	13	Interpeduncular nucleus, rostral	607344834	7.46302080154419	Midbrain
R2_F1	F	0	86.3610132387676	17	Interposed nucleus	91	8.69868850708008	Cerebellum
R2_F1	F	0	203.056638296549	12	Interstitial nucleus of Cajal	67	9.10896110534668	Midbrain
R2_F1	F	0	98.4696518938917	16	Intertrigeminal nucleus	549009227	9.52799415588379	Pons
R2_F1	F	0	121.156108377391	15	Koelliker-Fuse subnucleus	123	9.11926460266113	Pons
R2_F1	F	0	269.528507253138	9	Lateral amygdalar nucleus	131	8.95069122314453	Cortical subplate
R2_F1	F	0	269.528507253138	9	Lateral dorsal nucleus of thalamus	155	8.25416278839111	Thalamus
R2_F1	F	0	269.528507253138	9	Lateral habenula	186	8.4470043182373	Thalamus
R2_F1	F	0	301.270845640746	8	Lateral hypothalamic area	194	8.9182300567627	Hypothalamus
R2_F1	F	0	250.707812912812	10	Lateral posterior nucleus of the thalamus	218	8.38316917419434	Thalamus
R2_F1	F	0	350.888935932795	6	Lateral preoptic area	226	9.25453567504883	Hypothalamus
R2_F1	F	0	37.6316875663256	19	Lateral reticular nucleus, magnocellular part	955	9.36353302001953	Medulla
R2_F1	F	0	61.6692153858895	18	Lateral reticular nucleus, parvicellular part	963	11.1652774810791	Medulla
R2_F1	F	0	350.888935932795	6	Lateral septal nucleus, caudal (caudodorsal) part	250	7.59301328659058	Striatum
R2_F1	F	0	355.646581834904	5	Lateral septal nucleus, rostral (rostroventral) part	258	8.07434368133545	Striatum
R2_F1	F	0	355.646581834904	5	Lateral septal nucleus, ventral part	266	8.33613204956055	Striatum
R2_F1	F	0	86.3610132387676	17	Lateral vestibular nucleus	209	9.75731182098389	Medulla
R2_F1	F	0	187.69523548132	13	Lateral visual area, layer 1	421	10.4174070358276	Isocortex
R2_F1	F	0	187.69523548132	13	Lateral visual area, layer 2/3	973	10.1595754623413	Isocortex
R2_F1	F	0	187.69523548132	13	Lateral visual area, layer 4	573	9.80626201629639	Isocortex
R2_F1	F	0	187.69523548132	13	Lateral visual area, layer 5	613	9.15756130218506	Isocortex
R2_F1	F	0	187.69523548132	13	Lateral visual area, layer 6a	74	8.71936702728271	Isocortex
R2_F1	F	0	187.69523548132	13	Lateral visual area, layer 6b	121	8.74259853363037	Isocortex
R2_F1	F	0	98.4696518938917	16	Laterodorsal tegmental nucleus	162	9.04611492156982	Pons
R2_F1	F	0	187.69523548132	13	Laterointermediate area, layer 1	312782578	10.4980010986328	Isocortex
R2_F1	F	0	187.69523548132	13	Laterointermediate area, layer 2/3	312782582	10.0732755661011	Isocortex
R2_F1	F	0	187.69523548132	13	Laterointermediate area, layer 4	312782586	9.85892963409424	Isocortex
R2_F1	F	0	187.69523548132	13	Laterointermediate area, layer 5	312782590	9.254714012146	Isocortex
R2_F1	F	0	187.69523548132	13	Laterointermediate area, layer 6a	312782594	8.72461891174316	Isocortex
R2_F1	F	0	187.69523548132	13	Laterointermediate area, layer 6b	312782598	8.60891342163086	Isocortex
R2_F1	F	0	37.6316875663256	19	Linear nucleus of the medulla	203	9.38260841369629	Medulla
R2_F1	F	0	86.3610132387676	17	Lingula (I)	912	8.00542068481445	Cerebellum
R2_F1	F	0	98.4696518938917	16	Lobule II	976	8.64812469482422	Cerebellum
R2_F1	F	0	98.4696518938917	16	Lobule III	984	8.61862850189209	Cerebellum
R2_F1	F	0	121.156108377391	15	Lobules IV-V	1091	8.84329319000244	Cerebellum
R2_F1	F	0	320.821075975416	7	Magnocellular nucleus	298	9.03761577606201	Pallidum
R2_F1	F	0	98.4696518938917	16	Magnocellular reticular nucleus	307	9.71925449371338	Medulla
R2_F1	F	0	462.001977275564	1	Main olfactory bulb	507	8.46745872497559	Olfactory areas
R2_F1	F	0	203.056638296549	12	Medial accesory oculomotor nucleus	549009211	9.35111236572266	Midbrain
R2_F1	F	0	269.528507253138	9	Medial amygdalar nucleus	403	8.47668647766113	Striatum
R2_F1	F	0	203.056638296549	12	Medial geniculate complex, dorsal part	1072	8.62470722198486	Thalamus
R2_F1	F	0	218.884623134309	11	Medial geniculate complex, medial part	1088	8.64271259307861	Thalamus
R2_F1	F	0	203.056638296549	12	Medial geniculate complex, ventral part	1079	8.59356594085693	Thalamus
R2_F1	F	0	269.528507253138	9	Medial habenula	483	7.56096172332764	Thalamus
R2_F1	F	0	320.821075975416	7	Medial preoptic area	523	8.94012928009033	Hypothalamus
R2_F1	F	0	320.821075975416	7	Medial preoptic nucleus	515	8.57624626159668	Hypothalamus
R2_F1	F	0	203.056638296549	12	Medial pretectal area	531	8.77346706390381	Midbrain
R2_F1	F	0	355.646581834904	5	Medial septal nucleus	564	8.73523616790771	Pallidum
R2_F1	F	0	98.4696518938917	16	Medial vestibular nucleus	202	8.67192649841309	Medulla
R2_F1	F	0	250.707812912812	10	Median eminence	10671	9.17705535888672	Hypothalamus
R2_F1	F	0	301.270845640746	8	Mediodorsal nucleus of thalamus	362	8.45004463195801	Thalamus
R2_F1	F	0	121.156108377391	15	Medulla	354	10.2523174285889	Medulla
R2_F1	F	0	40.2766256553637	20	Medullary reticular nucleus, dorsal part	1098	8.72057056427002	Medulla
R2_F1	F	0	40.2766256553637	20	Medullary reticular nucleus, ventral part	1107	8.89849472045898	Medulla
R2_F1	F	0	218.884623134309	11	Midbrain	313	9.19913578033447	Midbrain
R2_F1	F	0	203.056638296549	12	Midbrain reticular nucleus	128	9.33981323242188	Midbrain
R2_F1	F	0	187.69523548132	13	Midbrain reticular nucleus, retrorubral area	246	9.26369857788086	Midbrain
R2_F1	F	0	98.4696518938917	16	Midbrain trigeminal nucleus	460	9.42682266235352	Midbrain
R2_F1	F	0	121.156108377391	15	Motor nucleus of trigeminal	621	9.47325897216797	Pons
R2_F1	F	0	61.6692153858895	18	Nodulus (X)	968	8.55904960632324	Cerebellum
R2_F1	F	0	390.124234292414	4	Nucleus accumbens	56	8.13722038269043	Striatum
R2_F1	F	0	61.6692153858895	18	Nucleus ambiguus, dorsal division	939	9.03552436828613	Medulla
R2_F1	F	0	37.6316875663256	19	Nucleus ambiguus, ventral division	143	8.96782112121582	Medulla
R2_F1	F	0	98.4696518938917	16	Nucleus incertus	604	9.36537837982178	Pons
R2_F1	F	0	203.056638296549	12	Nucleus of Darkschewitsch	587	8.91690444946289	Midbrain
R2_F1	F	0	37.6316875663256	19	Nucleus of Roller	177	8.97202587127686	Medulla
R2_F1	F	0	301.270845640746	8	Nucleus of reuniens	181	8.93362331390381	Thalamus
R2_F1	F	0	86.3610132387676	17	Nucleus prepositus	169	8.73096656799316	Medulla
R2_F1	F	0	121.156108377391	15	Nucleus raphe magnus	206	9.98871517181396	Medulla
R2_F1	F	0	61.6692153858895	18	Nucleus raphe obscurus	222	9.25840854644775	Medulla
R2_F1	F	0	98.4696518938917	16	Nucleus raphe pallidus	230	10.6855430603027	Medulla
R2_F1	F	0	121.156108377391	15	Nucleus raphe pontis	238	9.16492462158203	Pons
R2_F1	F	0	147.695717581898	14	Nucleus sagulum	271	9.53174591064453	Midbrain
R2_F1	F	0	61.6692153858895	18	Nucleus x	765	8.58038234710693	Medulla
R2_F1	F	0	86.3610132387676	17	Nucleus y	781	10.770715713501	Medulla
R2_F1	F	0	147.695717581898	14	Oculomotor nucleus	35	9.00144195556641	Midbrain
R2_F1	F	0	462.001977275564	1	Olfactory areas	698	8.14452075958252	Olfactory areas
R2_F1	F	0	390.124234292414	4	Olfactory tubercle	754	7.70279502868652	Striatum
R2_F1	F	0	218.884623134309	11	Olivary pretectal nucleus	706	8.09721565246582	Midbrain
R2_F1	F	0	462.001977275564	1	Orbital area, lateral part, layer 1	448	9.81651592254639	Isocortex
R2_F1	F	0	437.894508810291	2	Orbital area, lateral part, layer 2/3	412	9.37407302856445	Isocortex
R2_F1	F	0	437.894508810291	2	Orbital area, lateral part, layer 5	630	8.82450771331787	Isocortex
R2_F1	F	0	414.397885014855	3	Orbital area, lateral part, layer 6a	440	8.5150089263916	Isocortex
R2_F1	F	0	390.124234292414	4	Orbital area, lateral part, layer 6b	488	8.42399978637695	Isocortex
R2_F1	F	0	437.894508810291	2	Orbital area, medial part, layer 1	484	10.304986000061	Isocortex
R2_F1	F	0	437.894508810291	2	Orbital area, medial part, layer 2/3	582	9.24918556213379	Isocortex
R2_F1	F	0	437.894508810291	2	Orbital area, medial part, layer 5	620	8.87593269348145	Isocortex
R2_F1	F	0	414.397885014855	3	Orbital area, medial part, layer 6a	910	8.51642990112305	Isocortex
R2_F1	F	0	437.894508810291	2	Orbital area, ventrolateral part, layer 1	969	10.2449798583984	Isocortex
R2_F1	F	0	437.894508810291	2	Orbital area, ventrolateral part, layer 2/3	288	8.8203067779541	Isocortex
R2_F1	F	0	437.894508810291	2	Orbital area, ventrolateral part, layer 5	1125	8.97235107421875	Isocortex
R2_F1	F	0	414.397885014855	3	Orbital area, ventrolateral part, layer 6a	608	8.62932586669922	Isocortex
R2_F1	F	0	390.124234292414	4	Orbital area, ventrolateral part, layer 6b	680	8.10313987731934	Isocortex
R2_F1	F	0	355.646581834904	5	Pallidum	803	8.90423393249512	Pallidum
R2_F1	F	0	147.695717581898	14	Parabigeminal nucleus	874	9.51816844940186	Midbrain
R2_F1	F	0	121.156108377391	15	Parabrachial nucleus	867	9.44221782684326	Pons
R2_F1	F	0	269.528507253138	9	Paracentral nucleus	907	8.25434303283691	Thalamus
R2_F1	F	0	218.884623134309	11	Parafascicular nucleus	930	8.54870986938477	Thalamus
R2_F1	F	0	98.4696518938917	16	Paraflocculus	1041	9.54252052307129	Cerebellum
R2_F1	F	0	86.3610132387676	17	Paragigantocellular reticular nucleus, dorsal part	970	9.39055919647217	Medulla
R2_F1	F	0	86.3610132387676	17	Paragigantocellular reticular nucleus, lateral part	978	9.38504600524902	Medulla
R2_F1	F	0	86.3610132387676	17	Paramedian lobule	1025	9.00977420806885	Cerebellum
R2_F1	F	0	187.69523548132	13	Paranigral nucleus	607344830	8.05192375183105	Midbrain
R2_F1	F	0	40.2766256553637	20	Parasolitary nucleus	859	8.51260662078857	Medulla
