id,ratio
272,1.04200481798634
274,1.27044911080468
279,1.31442865905705
280,1.18627664231438
281,1.46060831303861
286,1.00882738275549
287,0.858793630726929
288,1.18631014939414
289,1.3099878555892
292,0.852303395235375
296,1.2112391590192
298,1.13828932826866
303,1.1614131405988
304,1.24863810607096
305,1.16212684566677
307,1.16993585817826
310,1.24342845818298
311,1.16064751914238
313,1.15464052865979
314,1.18900909505385
318,0.953588861661996
320,1.29183937772232
321,1.19453482805982
325,1.19085146157283
327,1.14991457510044
328,1.33264260216808
330,1.31087998422284
332,1.22026238283014
333,1.2996043150177
334,1.12052071786826
335,1.15621383736598
338,1.11794423500247
342,1.13029469722741
344,1.16795844844191
347,1.10857442878807
350,1.18818042816625
351,1.10763508834493
354,1.00742867851674
355,1.17039952243514
356,1.1756690096953
358,1.16659943608181
362,1.27265630752375
363,1.2407151889442
364,1.20537156239677
366,1.25521685123069
368,1.0053331319368
372,1.14154531808752
374,1.12621651308064
377,1.24266144909532
381,1.10462848841159
382,1.21448432009108
390,1.11384158425069
393,1.15582585827952
401,1.45750719952606
403,1.13130071321666
412,1.2440333560877
414,1.19831991712078
421,1.26381938070355
422,1.19323142572656
423,1.19031887633313
427,1.27329318745257
429,1.26160621854739
430,1.22327177766914
433,1.42876148568321
434,1.26143626668594
437,1.22846340330669
440,1.23457977507062
441,1.44822149430016
442,1.15979478674056
445,1.15363088700261
448,1.26319352456364
450,1.23382732359674
451,1.16301353300287
452,0.836423597136925
456,1.1807760363441
460,1.22509195004752
461,1.29244616517348
463,1.15928003231718
469,1.25068186708695
470,1.20542961226005
477,1.12637857306001
478,1.24163478299229
483,1.16643641891316
484,1.0929582902838
488,1.10973832974326
501,1.24969456711341
502,1.12383492491259
507,1.17724539657599
510,1.1951798879478
512,0.851641125074455
515,1.09978785415452
520,1.29885787492792
523,1.10449933039647
525,1.19365446290491
526,1.25676112892131
527,1.29151591833732
531,1.33170549624515
534,1.18456283925958
540,1.19434436415521
542,1.15955962315371
543,1.22527843760934
544,1.20366317845255
549,1.18347832945017
551,1.22501610539861
556,1.14500371676891
558,1.15475017003953
559,1.19484546942436
564,1.12396165215886
565,1.24807079745451
566,1.18541257494398
573,1.20834791090897
574,1.06149386241607
575,1.29199360455266
576,1.17583373648207
577,1.25377176557076
580,1.20627938644015
581,1.17165590303308
582,1.16297846925124
583,1.196601905211
587,1.09539043421109
588,1.17527565046025
590,1.26642280748041
591,1.08792600056365
593,1.25508252746634
596,1.16375842554503
597,1.09825670879548
598,1.3618929375731
599,1.24840871748135
600,1.33059708072657
601,1.25159029506651
604,1.14643884514513
605,1.06453194960315
608,1.1902416785382
609,1.17746281820709
610,1.27377773104786
612,1.05307240470592
613,1.18929852318428
614,1.11859334138118
616,1.20464383874544
620,1.12666325537268
621,1.15380891017033
622,1.31112567608617
625,1.2436879583938
628,1.18323550487594
629,1.24062310730561
630,1.29418977593283
632,1.03264007899579
634,1.15866196898902
638,1.17105803242607
639,1.18378114791132
642,0.926441796873622
643,1.35857436495263
648,1.26258372943415
649,1.26261038811081
651,1.24878498022335
653,1.13370056750848
654,1.16689112473969
655,1.13850932529378
656,1.31909881302555
657,1.18338724623584
661,1.07602916831411
662,1.13975914262819
663,1.11875301011219
664,1.19825108845251
667,1.73784564308272
670,1.27481765873029
671,1.1884168375963
672,1.18304030551454
675,1.2315083277585
678,1.30602573228955
679,1.10765191469212
680,1.15947594190501
685,1.28538727947529
687,1.23865747325967
689,1.18409053745229
692,1.22897770803995
693,1.13335384718174
694,1.2620603563882
696,1.31350172294434
698,1.11958108039878
699,1.10884926834163
702,1.16128718188464
703,1.14820580574751
704,1.21835954617932
706,1.22427105648297
707,1.13372037469711
711,1.20997023366267
718,1.21460702919626
721,1.21424464268389
725,1.30558572911867
727,1.14298251050854
729,1.28096078969804
732,1.05701906193604
733,1.23849215019265
735,1.31111155681502
741,1.10321569562522
743,1.15831581803712
749,1.11828448634496
750,1.36643876473559
754,1.12690264745471
755,1.32733601691514
757,1.11937077463272
759,1.34137921398044
763,1.11897504118354
765,1.19627013603369
767,1.3358089087726
771,1.03096949939878
772,1.21596436589654
773,1.31946568102721
774,1.28930090865765
778,1.20458451806608
780,1.10746919873051
781,0.884821702582267
783,1.24728155199821
786,1.2121208235193
788,1.17903203032198
791,1.32629149493642
795,1.19956837788341
797,1.22933646214827
800,1.23299224926746
803,1.19323890213956
804,1.19608407164102
805,1.11930028296654
806,1.23068861947083
810,1.22480278325081
811,1.24548524187466
814,1.09138643360428
816,1.30507310997804
819,1.23033297010188
820,1.30107855439107
821,1.23254128016662
827,1.13385471969749
828,1.2056039884516
830,1.13651876074869
831,1.15248245617919
834,0.900800802634259
836,1.2260596698823
838,1.17162352237157
839,1.26939129370563
842,1.13766624704776
843,0.999217857034339
844,1.26971156120755
846,1.0823240915847
847,1.28951372935433
849,1.1757945773181
851,1.13640127418672
852,1.17819774259404
854,1.25634784444826
857,1.20053290894825
859,1.21256873223129
862,1.21997953629068
867,1.18194278876801
869,1.39366611056953
872,1.14312816042283
873,1.18644564678897
874,0.932792921166029
878,1.20023845771827
880,1.09829655982512
882,1.14311395624174
888,1.22874066586574
889,1.19798244653193
893,1.23184122685007
897,1.15838568148123
898,1.13135684307097
902,1.28120600320075
903,0.922738838410886
905,1.32510054548582
906,1.28769251438969
907,1.21993460147121
910,1.19047505634743
912,1.11033545851479
914,1.19730342140298
919,1.24334486214599
927,1.24907727562628
929,1.21125721398948
930,1.28034405732826
931,1.204149583421
935,1.18302481368357
936,1.35529736214775
939,1.23752666203157
943,1.28636930237938
944,1.23765907400943
945,1.21449036450889
946,1.20911086021526
950,1.18488542095763
951,1.45427893510173
952,1.19051992118703
954,1.29435582201948
955,1.37429501462565
957,1.28227190469905
959,1.282096677948
961,1.16148698208928
962,1.36609253063987
963,1.13224973402351
965,1.26593401810563
966,1.14774221208143
968,1.11483709726183
969,1.18312725154002
970,1.15557408030563
973,1.24299678077725
974,1.17857030664472
975,1.20216017290456
976,1.13887190141873
977,1.23458472957048
978,1.22819975071153
980,1.17606841162133
981,1.24504540030844
982,1.00971791591168
984,1.16705967530398
988,1.26232785014306
989,1.15793637383252
990,1.29262063615287
996,1.32238800862935
998,1.09433007189787
1004,1.10991208275767
1005,1.35135776947104
1006,1.27919549894066
1007,1.07295576655905
1010,1.20233621368758
1015,1.24251293817537
1020,1.29837215754054
1021,1.29969691318057
1022,1.20969006811932
1023,1.27934901392988
1025,1.21985737991419
1026,1.12779075756387
1029,1.19273268928065
1030,1.16940212987638
1031,1.28026651780662
1033,1.19831632700426
1035,1.22171735693962
1037,1.09541604185186
1038,1.25978733934949
1039,0.644622017949052
1041,1.04635537265055
1044,1.11970896319128
1045,1.19609969859217
1046,1.41013076573234
1047,1.26705556365308
1048,1.13007883952799
1049,0.888939026073437
1052,1.14275245637791
1054,1.12579069175127
1056,1.10624039769919
1058,1.1979535566606
1061,1.17481611267394
1062,1.25042831983669
1064,1.17149178384089
1066,1.46507974354697
1069,1.09599984624071
1070,1.26314939901122
1072,1.09826166906063
1074,1.25939509749327
1077,1.15430851060727
1079,1.11518174754219
1081,1.02300042591397
1084,1.07064852386872
1085,1.199300545517
1086,1.28148955181683
1088,1.19386734793254
1089,1.11027038823042
1090,1.22374247619223
1091,1.10059235342025
1093,1.14479295992041
1094,1.26967859183992
1096,1.19194423391724
1097,1.1558017610826
1098,1.30457308097683
1101,1.29968571622511
1102,1.21397852277789
1104,1.1900214508645
1105,1.11350009703397
1106,1.20616777273499
1107,1.31078027777486
1109,1.10116178924467
1111,1.27405001919653
1113,1.18874661801034
1114,1.29830983766323
1120,1.29987023303405
1121,1.23387815951346
1125,1.17299165018578
1126,0.915426595477736
1127,1.33286098996179
1128,1.25916332351245
1139,1.08505899940841
10671,0.829043116458375
10703,1.19111149692493
10704,1.15587925163113
182305693,1.22802202030305
182305697,1.23817648840681
182305701,1.2483155937851
182305705,1.2338191796
182305709,1.22615800439247
182305713,1.09584083030413
312782550,1.34003059782092
312782554,1.40360889242964
312782558,1.3965086838703
312782562,1.38168434540651
312782566,1.36249469612889
312782570,1.40283063668626
312782578,1.28763172746609
312782582,1.27210090686884
312782586,1.24117646552207
312782590,1.22950155575414
312782594,1.22532803987733
312782598,1.16307848603726
312782604,1.34070562671643
312782608,1.39076829483253
312782612,1.35236915881576
312782616,1.33553016329902
312782620,1.33533528599906
312782624,1.360198360345
312782632,1.3534062015792
312782636,1.36862795290214
312782640,1.27093156820595
312782644,1.27854614862516
312782648,1.24271910790741
312782652,1.22806347646887
484682470,1.15712531093312
484682508,1.08576627796098
496345664,1.17714741883849
496345668,1.21199073161373
496345672,1.20249579270387
526157192,1.3273328211814
526157196,1.23114384740004
527696977,1.11967106750204
549009203,1.36299420974033
549009211,1.18384263809042
549009215,1.13943251761616
549009219,1.12293028436359
549009223,1.05166147378628
549009227,1.17590128791247
560581551,1.32493247940534
560581559,1.18444134743573
560581563,1.17417777887787
563807435,1.19744833762651
563807439,1.23922538966836
576073699,1.14296018624886
576073704,1.20417073459151
589508447,1.1907408142122
589508451,1.24393637530046
589508455,1.07501912194
599626923,0.974437343493345
599626927,1.17130969112527
606826647,0.944088513227749
606826651,1.06211319573539
606826655,0.300218616234598
606826659,0.711657534187043
606826663,1.18157356155877
607344830,0.988779931622071
607344834,1.12134413159168
607344838,0.930060127061975
607344842,1.24633931791445
607344846,1.26380022217507
607344850,1.06627037710454
607344854,1.12822883737475
607344858,1.11092147137999
607344862,1.05545128491441
614454277,1.0983764498657
